"sitecode","nazev_cz","nazev_lat","feature_code","pop_typ","pop_min","pop_max","pop_jednotka","zachovalost","izolace","celkove","stav_text","source_file","druh_cz","druh","poznamka","pop_prum"
"CZ0113774","sysel obecný","Spermophilus citellus","1335","stálá",400,400,"jedinci","dobré zachování","populace je izolovaná","vynikající hodnota","Zlepšení souèasného stavu na stav z doby vyhlášení pomocí zajištìní vhodného biotopu – krátkostébelného
porostu stepního charakteru.","sdo_2506_2015.pdf","sysel obecný","Spermophilus citellus","Zlepšení souèasného stavu na stav z doby vyhlášení pomocí zajištìní vhodného biotopu – krátkostébelnéhoporostu stepního charakteru.",400
"CZ0113773","roháè obecný","Lucanus cervus","1083","stálá",NA,NA,NA,"vynikající zachování","populace není izolovaná, leží uvnitø areálu rozšíøení druhu","vynikající hodnota","Zachovat stav populace pøi vyhlášení, pøípadnì stav zlepšit.","sdo_2507_2016_0000.pdf","roháè obecný","Lucanus cervus","Zachovat stav populace pøi vyhlášení, pøípadnì stav zlepšit.",NA
"CZ0114001","pøástevník kostivalový *","Callimorpha quadripunctaria","1078","stálá",NA,NA,NA,"dobré zachování","populace na okraji areálu","dobrá hodnota","Zachovat stálou vitální populaci na úrovni aktuálního stavu populace èítající stovky až tisíce jedincù. Stav
populace detekovat jak na základì výskytu housenek v jarním období, tak aktivitou dospìlcù v dobì letu na
pøedem zvoleném transektu vhodných biotopù (rozvolnìné stepní a lesostepní porosty). V prùbìhu dubna a
kvìtna by mìly být pravidelnì detekovatelné dorùstající housenky, v dobì letu motýlù by pak stejné
transekty mìly stabilnì prokazovat výskyt prolétajících anebo na kvìtech sajících motýlù. Obdobné výsledky
pozorování dospìlcù by mìlo pøinést i pøípadné noèní lákání na svìtelný zdroj.","SDO_2508_2018_0000.pdf","pøástevník kostivalový","Callimorpha quadripunctaria","Zachovat stálou vitální populaci na úrovni aktuálního stavu populace èítající stovky až tisíce jedincù. Stavpopulace detekovat jak na základì výskytu housenek v jarním období, tak aktivitou dospìlcù v dobì letu napøedem zvoleném transektu vhodných biotopù (rozvolnìné stepní a lesostepní porosty). V prùbìhu dubna akvìtna by mìly být pravidelnì detekovatelné dorùstající housenky, v dobì letu motýlù by pak stejnétransekty mìly stabilnì prokazovat výskyt prolétajících anebo na kvìtech sajících motýlù. Obdobné výsledkypozorování dospìlcù by mìlo pøinést i pøípadné noèní lákání na svìtelný zdroj.",NA
"CZ0114001","vèelník rakouský","Dracocephalum austriacum","1689","stálá",60,60,"jedinci","dobré zachování","populace je izolovaná","dobrá hodnota","Zlepšit stav v dobì vyhlášení, tj. nárùst populace na stovky jedincù, z nichž desítky jedincù budou kvést a
vytváøet klíèivá semena, aby byla zajištìna obnova populace.

* oznaèuje prioritní druh","SDO_2508_2018_0000.pdf","vèelník rakouský","Dracocephalum austriacum","Zlepšit stav v dobì vyhlášení, tj. nárùst populace na stovky jedincù, z nichž desítky jedincù budou kvést avytváøet klíèivá semena, aby byla zajištìna obnova populace.",60
"CZ0213086","èolek velký","Triturus cristatus","1166","stálá",NA,NA,NA,"dobré zachování","populace není izolovaná, leží uvnitø areálu rozšíøení druhu","významná hodnota","Udržet stav pøedmìtu ochrany minimálnì na úrovni v dobì vyhlášení EVL.","sdo_2509_2015.pdf","èolek velký","Triturus cristatus","Udržet stav pøedmìtu ochrany minimálnì na úrovni v dobì vyhlášení EVL.",NA
"CZ0214005","modrásek oèkovaný","Maculinea teleius","1059","stálá",NA,NA,NA,"prùmìrné nebo omezené zachování","populace není izolovaná, leží uvnitø areálu rozšíøení druhu","významná hodnota","Zachovat èi zlepšit stav populace alespoò na úrovni pøi vyhlášení. Umožnit její rozšíøení i na další vhodná
stanovištì v EVL.","sdo_2510_2017_0000.pdf","modrásek oèkovaný","Maculinea teleius","Zachovat èi zlepšit stav populace alespoò na úrovni pøi vyhlášení. Umožnit její rozšíøení i na další vhodnástanovištì v EVL.",NA
"CZ0213600","netopýr velký","Myotis myotis","1324","rozmnožující se",300,350,"jedinci","vynikající zachování","populace není izolovaná, leží uvnitø areálu rozšíøení druhu","dobrá hodnota","Obnovit stav populace netopýra velkého (Myotis myotis) alespoò na úroveò v dobì vyhlášení EVL.","sdo_2511_2015.pdf","netopýr velký","Myotis myotis","Obnovit stav populace netopýra velkého (Myotis myotis) alespoò na úroveò v dobì vyhlášení EVL.",325
"CZ0213776","sysel obecný","Spermophilus citellus","1335","stálá",100,100,"jedinci","dobré zachování","populace je izolovaná","dobrá hodnota","Obnovit populaci pøedmìtu ochrany na úroveò v dobì vyhlášení a umožnit její rozšíøení v lokalitì.","sdo_2512_2016_0000.pdf","sysel obecný","Spermophilus citellus","Obnovit populaci pøedmìtu ochrany na úroveò v dobì vyhlášení a umožnit její rozšíøení v lokalitì.",100
"CZ0213008","èolek velký","Triturus cristatus","1166","stálá",NA,NA,NA,"dobré zachování","populace není izolovaná, leží uvnitø areálu rozšíøení druhu","významná hodnota","Obnova stav populace èolka velkého (Triturus cristatus) alespoò na úroveò v dobì vyhlášení EVL.","sdo_2513_2017_0000.pdf","èolek velký","Triturus cristatus","Obnova stav populace èolka velkého (Triturus cristatus) alespoò na úroveò v dobì vyhlášení EVL.",NA
"CZ0213777","modrásek bahenní","Maculinea nausithous","1061","stálá",NA,NA,"pøítomná","dobré zachování","populace není izolovaná, leží uvnitø areálu rozšíøení druhu","významná hodnota","Zajistit zachování stavu na úrovni v dobì vyhlášení pøípadnì ho zlepšit.","sdo_2514_2015.pdf","modrásek bahenní","Maculinea nausithous","Zajistit zachování stavu na úrovni v dobì vyhlášení pøípadnì ho zlepšit.",NA
"CZ0212001","puchýøka útlá","Coleanthus subtilis","1887","stálá",NA,NA,"15 % ,vynikající zachování,populace je izolovaná,dobrá hodnota,Zachovat populaci na úrovni pøi vyhlášení EVL.,sdo_2515_2017_0000.pdf
CZ0213013,kuòka ohnivá,Bombina bombina,1188,stálá,-,-,-,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,významná hodnota,Zlepšit stav populace PO oproti stavu pøi vyhlášení úpravou množství a druhového složení rybí obsádky u","","","","","puchýøka útlá","Coleanthus subtilis","",NA
"Holubovského rybníka (pøi zachování vhodného hospodaøení na rybníce Oblouèek).,sdo_2516_2016_0000.pdf
CZ0213779,pøástevník kostivalový *,Callimorpha quadripunctaria,1078,stálá,-,-,pøítomná,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Zachovat stabilní populaci druhu alespoò v poèetnosti z doby vyhlášení EVL.","","","",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Zachovat stabilní populaci druhu alespoò v poèetnosti z doby vyhlášení EVL.","","",NA
"* oznaèuje prioritní druh,sdo_2517_2016_0000.pdf
CZ0213779,pøástevník kostivalový *,Callimorpha quadripunctaria,1078,stálá,-,-,pøítomná,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Zachovat stabilní populaci druhu alespoò v poèetnosti z doby vyhlášení EVL.","","","",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Zachovat stabilní populaci druhu alespoò v poèetnosti z doby vyhlášení EVL.","","",NA
"* oznaèuje prioritní druh,sdo_2517_2016_000o.pdf
CZ0214004,modrásek bahenní,Maculinea nausithous,1061,stálá,-,-,-,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Cílovým stavem je zlepšení stavu pøi vyhlášení"," tj. vytvoøení dostateènì silné"," perspektivní a stabilizované","",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Cílovým stavem je zlepšení stavu pøi vyhlášení"," tj. vytvoøení dostateènì silné","",NA
"populace skládající se z nìkolika subpopulací pokrývajících rovnomìrnì vhodné biotopy v EVL.,sdo_2518_2017_0000.pdf
CZ0213015,páchník hnìdý *,Osmoderma eremita,1084,stálá,-,-,-,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,zachovat stav populace v dobì vyhlášení èi vyšší","","","",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,zachovat stav populace v dobì vyhlášení èi vyšší","","",NA
"* oznaèuje prioritní druh,sdo_2521_2015.pdf
CZ0213602,netopýr velký,Myotis myotis,1324,rozmnožující se,150,150,jedinci,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Zachovat"," pøípadnì zlepšit stav z doby vyhlášení EVL.","","",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Zachovat"," pøípadnì zlepšit stav z doby vyhlášení EVL.","",NA
"Pozn.: Stav uvedený v tabulce neodpovídá. Populace se pohybovala øádovì v desítkách jedincù (viz kap. 1.4),sdo_2522_2016_0000.pdf
CZ0213068,hoøavka duhová Rhodeus,sericeus amarus,1134,stálá,-,-,-,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,vynikající hodnota,Udržet populaci ve stavu jako pøi vyhlášení EVL"," pøípadnì stav zlepšit.","","",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,vynikající hodnota,Udržet populaci ve stavu jako pøi vyhlášení EVL"," pøípadnì stav zlepšit.","",NA
"Døíve se z území ÈR udával výskyt podruhu Rhodeus sericeus amarus. Již delší dobu je ale známo"," že se","","","",NA,NA,"","","","","",""," že se","","",NA
"jedná o samostatný druh Rhodeus amarus a pùvodní druh R. sericeus se vyskytuje pouze na Dálném východì.","","","","",NA,NA,"","","","","","","","","",NA
"Pro zachování kontinuity s vyhlašovací dokumentací je ale dále používán pùvodní název.,sdo_2523_2017_0000.pdf
CZ0213068,velevrub tupý,Unio crassus,1032,stálá,-,-,-,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Udržet populaci ve stavu jako pøi vyhlášení EVL"," pøípadnì stav zlepšit.,sdo_2523_2017_0000.pdf
CZ0214010,støevíèník pantoflíèek,Cypripedium calceolus,1902,stálá,150,150,jedinci,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Cílem je vhodným lesnickým hospodaøením stabilizovat populaci druhu a zlepši stav z doby vyhlášení.,sdo_2524_2017_0000.pdf
CZ0214010,hnìdásek osikový,Hypodryas maturna,1052,stálá,-,-,-,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,vynikající hodnota,Vhodnými lesnickými zásahy stabilizovat a rozšíøit jedinou známou populaci tohoto druhu v ÈR",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Udržet populaci ve stavu jako pøi vyhlášení EVL"," pøípadnì stav zlepšit.,sdo_2523_2017_0000.pdf
CZ0214010,støevíèník pantoflíèek,Cypripedium calceolus,1902,stálá,150,150,jedinci,dobré zachování,populace není izolovaná","",NA
"doby vyhlášení EVL.","","","","",NA,NA,"","","","","","","","","",NA
"Pozn. stávající platný vìdecký název hnìdáska osikového je Euphydryas maturna,sdo_2524_2017_0000.pdf
CZ0214010,roháè obecný,Lucanus cervus,1083,stálá,-,-,-,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Cílem je zachovat populaci druhu alespoò v takovém stavu"," jaký byl v dobì vyhlášení EVL.,sdo_2524_2017_0000.pdf
CZ0213017,kuòka ohnivá,Bombina bombina,1188,stálá,-,-,-,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,vynikající hodnota,Zlepšit stav populace pøedmìtu ochrany na úroveò stavu pøi vyhlášení EVL.,sdo_2525_2016_0000.pdf
CZ0212006,vláskatec tajemný,Trichomanes speciosum,1421,stálá,-,-,-,dobré zachování,populace na okraji areálu,dobrá hodnota,Udržení pøedmìtu ochrany v dobrém stavu"," který odpovídá stavu v dobì vyhlášení EVL.,SDO_2526_2019_0000.pdf
CZ0213783,kuòka žlutobøichá,Bombina variegata,1193,stálá,-,-,bìžná,vynikající zachování,populace na okraji areálu,dobrá hodnota,Zachovat",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Cílem je zachovat populaci druhu alespoò v takovém stavu"," jaký byl v dobì vyhlášení EVL.,sdo_2524_2017_0000.pdf
CZ0213017,kuòka ohnivá,Bombina bombina,1188,stálá,-,-,-,dobré zachování,populace není izolovaná","",NA
"hadcová je endemitem Èeského masívu"," jinde ve svìtì se nevyskytuje"," proto je zachování všech populací v","","",NA,NA,"","","","","",""," jinde ve svìtì se nevyskytuje"," proto je zachování všech populací v","",NA
"Èeské republice prioritní záležitostí.","","","","",NA,NA,"","","","","","","","","",NA
"* oznaèuje prioritní druh,sdo_2528_2016_0000.pdf
CZ0213784,kuòka ohnivá,Bombina bombina,1188,stálá,-,-,-,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,vynikající hodnota,dosáhnout stavu v dobì vyhlášení a nadále jej udržet,SDO_2529_2020_0000.pdf
CZ0213785,kuòka ohnivá,Bombina bombina,1188,stálá,-,-,-,vynikající zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Udržet populaci ve stavu jako pøi vyhlášení EVL.,SDO_2530_2020_0000.pdf
CZ0213787,kuòka žlutobøichá,Bombina variegata,1193,stálá,-,-,-,vynikající zachování,populace na okraji areálu,dobrá hodnota,Zachovat populaci na úrovni v dobì vyhlášení a umožnit její rozšíøení po celé ploše EVL,sdo_2534_2017_0000.pdf
CZ0213023,pøástevník kostivalový *,Callimorpha quadripunctaria,1078,stálá,-,-,-,dobré zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,významná hodnota,obnovit populaci na úroveò odpovídající dobì vyhlášení","",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,vynikající hodnota,dosáhnout stavu v dobì vyhlášení a nadále jej udržet,SDO_2529_2020_0000.pdf
CZ0213785,kuòka ohnivá,Bombina bombina,1188,stálá,-,-,-,vynikající zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,dobrá hodnota,Udržet populaci ve stavu jako pøi vyhlášení EVL.,SDO_2530_2020_0000.pdf
CZ0213787,kuòka žlutobøichá,Bombina variegata,1193,stálá,-,-,-,vynikající zachování,populace na okraji areálu,dobrá hodnota,Zachovat populaci na úrovni v dobì vyhlášení a umožnit její rozšíøení po celé ploše EVL,sdo_2534_2017_0000.pdf
CZ0213023,pøástevník kostivalový *,Callimorpha quadripunctaria,1078,stálá,-,-,-,dobré zachování,populace není izolovaná","",NA
"* oznaèuje prioritní druh,sdo_2535_2017_0000.pdf
CZ0212010,puchýøka útlá,Coleanthus subtilis,1887,stálá,10000,10000,jedinci,dobré zachování,populace je izolovaná,dobrá hodnota,Zachovat stav odpovídající dobì vyhlášení.,sdo_2536_2017_0000.pdf
CZ0213789,kuòka ohnivá,Bombina bombina,1188,stálá,-,-,-,vynikající zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,vynikající hodnota,Obnovit a nadále udržet výchozí populaci alespoò dle stavu pøi vyhlášení.,sdo_2537_2017_0000.pdf
CZ0213790,èolek velký,Triturus cristatus,1166,stálá,-,-,-,vynikající zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,vynikající hodnota,Cílem je zlepšit aktuální stav pøedmìtu ochrany tj. zajistit rozmnožující se populaci èolka velkého øádovì ve","","",NA,NA,"","","","","",""," leží uvnitø areálu rozšíøení druhu,vynikající hodnota,Obnovit a nadále udržet výchozí populaci alespoò dle stavu pøi vyhlášení.,sdo_2537_2017_0000.pdf
CZ0213790,èolek velký,Triturus cristatus,1166,stálá,-,-,-,vynikající zachování,populace není izolovaná"," leží uvnitø areálu rozšíøení druhu,vynikající hodnota,Cílem je zlepšit aktuální stav pøedmìtu ochrany tj. zajistit rozmnožující se populaci èolka velkého øádovì ve","",NA
